time (sec),ch1,ch2,ch3,ch4,ch5,ch6
9.868100029,4.918008251,8.888643797,0.650480081,9.055549645,10.33007042,3.82097941
9.881961889,5.816337194,8.550046101,0.677679915,8.980835039,10.32631757,3.338351795
9.915800158,7.774995534,8.867136801,1.074831902,9.126369554,9.952329868,3.105023735
9.970225211,9.364844099,9.102062743,1.797311566,10.43791239,9.793905702,2.817188274
9.981011994,10.73129886,10.84358814,2.373983349,9.240752108,10.93889906,2.665091115
10.03097358,9.039808148,10.30504656,3.227093119,10.41478032,10.65793064,2.344474932
10.08156029,7.450168408,9.826420032,4.519133488,9.921060362,9.24167814,1.669552339
10.13654278,4.160500061,8.131557776,5.062302838,9.800954073,9.410730058,1.447696383
10.17884432,1.739605578,6.689997125,6.824756744,9.999255688,9.135455227,1.152843707
10.22247177,0.273246787,5.712493255,6.925600564,9.502598196,8.601913124,0.786486409
10.23944549,0.043529764,5.522312949,6.735939927,9.098513394,8.892021903,0.705886963
10.26326657,0.077700564,4.464989321,8.006596722,8.121151457,8.381622548,0.67402224
10.269504,0.149506532,4.203769106,8.856111249,8.937370138,8.314809648,0.63452643
10.31384688,1.558625823,3.039637958,8.373788171,7.535920613,8.375573467,0.418332273
10.32703309,2.244568596,2.931036726,9.153184717,8.305061776,9.155867314,0.307680799
10.35293287,3.393660512,2.111103934,8.665390062,6.872335783,8.572425855,0.232764125
10.40139549,6.991833965,0.936935779,9.173049994,7.36129151,8.010198251,0.111850987
10.43286738,8.850595249,0.486029069,10.51305469,6.636402041,7.204190088,0.049387599
10.47383034,9.215527407,0.06688242,10.02348085,6.18559589,7.879871351,0.007341174
10.50928558,9.59770488,0.008353451,10.49530603,5.409597771,6.900521301,0.000937711
10.55491146,9.87890622,0.317520531,10.42439723,4.595509966,5.83505495,0.033531467
10.57985003,8.198463699,0.635627673,10.11472363,3.795474069,6.147925177,0.067109503
10.61388542,6.440331606,1.30397418,9.83225112,3.572339312,5.590883511,0.146926022
10.62758915,4.672856215,1.674927786,9.098686406,3.228963141,5.170764959,0.196273765
10.65864763,2.842301288,2.455091682,9.278310191,2.809450611,5.195843418,0.297022076
10.70267752,0.883132757,3.650073302,8.960159481,2.021019973,3.96381082,0.492771759
10.7395793,0.041492689,5.332470047,8.642441742,1.844814975,3.624008087,0.649470153
10.76879769,0.160249649,5.506509188,7.11538946,1.343784936,3.698507347,0.864239555
10.78335553,0.422527177,6.044129646,6.74548519,1.167710473,3.095913808,0.854806842
10.82017429,2.061575316,7.214623671,7.094477522,0.788595926,2.994371679,1.139642645
10.84858622,3.849439925,9.24781953,5.74187121,0.591283068,2.3065117,1.313565792
10.85522514,4.005752103,7.959132103,5.464897991,0.580216362,2.528072843,1.375042587
10.86132881,4.9277934,8.670244517,5.574727672,0.53237339,2.519401038,1.358867298
10.87080547,4.911894089,9.273103734,5.55596189,0.477003033,2.103319719,1.493919503
10.92085381,8.336618697,9.455615783,4.812065918,0.178358707,1.685323466,1.820861336
10.93821285,9.787083922,10.25068888,4.238146701,0.103326037,1.754297118,2.23850949
10.94527984,10.17426608,11.46659159,3.640565679,0.075579095,1.416522354,2.25672456
10.99870537,11.74803168,11.00420795,2.59402341,4.71783E-05,0.983030367,2.933480475
11.04355516,10.58592096,10.69614047,1.77788023,0.052482442,0.752402286,2.940990817
11.06780055,8.645517124,10.80412263,1.396950858,0.123607985,0.623917411,3.626663544
11.07915561,8.526948889,11.17949853,1.370620029,0.183737761,0.534202342,3.260982778
11.1133054,6.78650388,9.179166041,0.946396825,0.368416296,0.296232659,4.313215678
11.14651874,4.005514609,9.276355962,0.510827714,0.569811131,0.179881921,4.538262989
11.19581057,1.259177379,7.197767151,0.13624921,0.976345836,0.054681901,5.298530696
11.22954044,0.196425792,5.938740243,0.019853498,1.438491132,0.007505945,4.870258993
11.25866143,0.034376536,4.980284407,0.003562942,1.691384196,0.001441045,5.889254237
11.28304647,0.443341555,4.59651677,0.055137789,1.918202512,0.018398535,6.620291294
11.32485298,2.417155465,3.296199558,0.276068722,2.473524106,0.108953759,7.152809278
11.34587194,3.654060747,2.580777585,0.423536788,2.740732082,0.16931878,7.343002017
11.39368424,6.571417983,1.186965372,0.964174565,3.548891604,0.355618787,6.703090502
11.44433498,9.380588416,0.352472395,1.647509585,4.621754708,0.672344979,8.273762028
11.4850677,12.07574848,0.024751735,2.408145622,5.350169921,0.966878191,8.639124259
11.52141461,11.60335597,0.053552806,3.618185816,6.659616387,1.301818375,8.831184116
11.53782662,10.08876037,0.154622557,4.073157229,6.668166314,1.506899573,8.553569651
11.58799366,8.189525549,0.80706243,4.938996918,8.110835813,1.961937892,9.215728648
11.60206301,7.829618363,1.061888398,5.026983847,7.284561509,2.07724393,9.466029707
11.65205475,3.685427452,2.499810416,6.510795421,9.220402861,2.562533757,9.944007242
11.67503185,2.393212284,3.055290628,7.737686154,8.441012727,3.201673897,10.49939588
11.68276651,1.822476398,3.20483612,7.671166369,8.423887899,3.247507248,11.27617944
11.7245883,0.311361373,5.041510054,8.715428181,8.818620944,3.654156638,11.69580299
11.73404503,0.120859005,5.029833778,8.403897795,9.331438288,3.638094863,10.47590186
11.78605557,0.583200037,7.622773766,10.36943964,10.84155213,4.93937942,10.78684862
11.79892505,1.031829034,6.92226101,9.492777413,11.64886863,4.80043185,10.82927786
11.8443507,4.001063415,8.699854423,9.722483029,11.10521174,5.169607381,11.77628401
11.85192544,4.590895129,9.68372675,10.17792504,11.30906011,5.69161942,11.62999535
11.90041298,7.512118018,11.82389416,11.4015062,12.43494123,6.429651989,11.66665988
11.91437239,8.90765914,10.28100726,11.58843754,11.96343114,6.269620727,11.35815262
11.95413678,11.99839974,11.28370222,10.7670561,13.0602738,7.114122621,11.27250512
11.96519419,10.70390732,12.44467309,12.72343151,12.41946955,7.623300693,11.32101672
12.01625947,11.94248153,11.07401848,11.24935347,12.99011052,8.084428008,11.62533336
12.05189366,11.64557171,11.628167,11.35661698,12.99890503,8.883376809,13.0050412
12.08699629,8.596083014,10.64120931,12.15693041,11.05809247,9.463478049,13.08892531
12.10563248,6.984578771,10.90752387,10.58791999,12.49940933,8.96148878,12.00162208
12.11340722,6.285057136,10.10924774,12.56996998,12.7267612,9.742299762,12.38987728
12.15004029,4.290858988,10.13620674,10.59729735,10.97223147,10.17967684,12.06205451
12.16070141,3.253959458,9.188028607,10.73574692,12.33966873,11.01615786,11.42349485
12.21068793,0.743751767,7.660460181,9.475795726,10.42958434,10.64358241,12.48598188
12.23084616,0.160914784,6.806869228,9.990772585,9.988544143,11.40506307,11.75312778
12.26944175,0.178770164,5.686663244,8.912513175,10.33105247,10.4104915,11.74600199
12.31939143,2.279744417,3.330679744,7.839283786,8.773648459,12.04360823,10.05388387
12.34659484,3.840541578,2.447967508,7.568933832,9.93237057,11.6060104,10.52592204
12.37798477,6.762775917,1.890601329,5.501718661,8.290054583,11.33883736,11.56097175
12.40596755,8.362810361,1.1503958,5.581649992,7.911816592,12.8302992,10.91712131
12.4599413,12.59220216,0.212523611,4.026324034,6.800314088,11.21851176,10.48369377
12.48282278,12.58913786,0.03278652,3.461324905,7.170482016,13.31538066,8.70706241
12.50084863,11.81772855,8.28057E-05,3.209845216,5.834055819,11.90868643,8.788962532
12.55221964,10.90941474,0.348157966,1.856666759,5.765064922,12.82141195,8.588697503
12.60357191,7.436791774,1.277162887,1.200402014,3.910622973,11.71592985,7.800371535
12.61671719,6.451439406,1.514732916,0.871439751,3.798147269,13.54751221,7.72702123
12.6640613,3.306051608,3.140647131,0.411455584,3.108963995,11.48312439,7.630897073
12.67985119,2.35559343,3.709428275,0.29426868,3.179815661,11.47645628,7.155674895
12.72098429,0.430238507,5.213845434,0.043595508,2.367214271,12.54393539,6.726379426
12.76512877,0.121479387,6.676580703,0.013224328,1.596825235,11.50086961,6.341954622
12.77422038,0.314643376,6.766734227,0.030382179,1.573711331,12.32011796,6.56831385
12.78533531,0.681455889,7.798555573,0.075294971,1.509202161,11.56654959,5.629964536
12.81613205,1.919347015,8.493597302,0.22537253,1.102313088,10.19217928,5.533333304
12.83330184,2.901620098,9.559164338,0.387540091,0.915674196,10.33553345,5.335909592
12.83837964,3.493357078,9.510960307,0.437834275,0.74743006,11.56235192,5.272234809
12.86020353,5.516493228,10.74825991,0.710858558,0.637799411,11.028539,4.602191754
12.87021176,6.479079026,10.63493303,0.843514246,0.539209752,10.97628829,4.735086532
12.87867506,6.3076605,11.83432204,0.951409648,0.475119628,10.40224753,5.162722631
12.93184619,11.25956394,12.61801419,1.682703679,0.158301713,9.655382892,4.343750296
12.97210335,12.75649913,12.21180269,2.449987437,0.024351297,8.16195214,3.603226786
12.97784045,11.74322375,12.04641671,2.63258734,0.014692594,8.555985455,3.289234269
12.99899548,13.4477725,13.32009768,3.166410439,3.55321E-05,8.899494467,3.027182619
13.04433502,11.02492174,12.76247413,3.984114082,0.065019091,7.9130464,2.904262923
13.08738507,8.993382751,12.31252615,5.377272746,0.253579485,6.738617247,2.095281763
13.11508962,6.88659729,12.08212051,6.25730138,0.389292513,7.174132249,2.166756652
13.15245386,4.2029962,11.18223011,7.814592471,0.703240398,6.448064983,1.743019694
13.18673721,1.933566732,8.471428217,9.033211112,1.192618672,5.718502871,1.358479188
13.23028591,0.202094784,7.799704813,8.751444189,1.599440801,4.694037475,1.069821518
13.25403296,0.007812044,6.329109885,9.252456444,1.940917342,4.140434523,0.914908966
13.28873737,0.792062633,4.924504636,11.06355632,2.325756917,3.815188335,0.690701433
13.32368102,2.912020175,3.792138137,11.16200494,3.314721975,3.607195636,0.485295951
13.33698474,3.552888641,3.146184818,11.82193222,3.181548476,3.585104559,0.41233294
13.35630641,5.366024118,2.501688928,12.9324565,3.904441619,3.218982828,0.310788073
13.37312661,5.912669975,1.862046206,11.50154182,4.254638593,2.989359155,0.221974087
13.39308939,7.7174541,1.588313056,12.3809756,4.543006657,2.403003526,0.15771184
13.43818034,11.53371272,0.550545771,12.73854951,5.520507732,2.101897803,0.055773426
13.49193643,13.33471198,0.009462318,14.32216336,6.108992644,1.457389662,0.00087854
13.50690321,14.40081799,0.006918663,12.83825117,7.259796714,1.334299875,0.000679882
13.5219314,13.09460776,0.05987724,13.70664457,6.843154176,1.053843747,0.007341926
13.55969166,10.81089458,0.470489621,14.45263873,8.295569668,0.689993275,0.054403796
13.61445577,7.3096793,1.768771128,11.76074074,8.503489684,0.398771874,0.183131707
13.62391197,7.396573615,2.144285693,11.97762429,10.00330931,0.35606142,0.235091953
13.64414769,4.710366965,2.81601734,13.13638094,9.38725954,0.246786987,0.296466672
13.68518833,2.197355525,3.91407809,10.81225759,9.673409166,0.088397058,0.522657203
13.71600311,0.671120043,5.28891938,10.73837091,11.38914082,0.024655965,0.690667859
13.76106226,0.068434038,7.589351862,9.24795484,12.77968735,0.002532443,0.907290615
13.78835036,0.781165482,9.331749806,10.21197755,12.92661512,0.032769054,1.30812632
13.79819388,1.318876222,8.344743823,9.176914121,12.2141588,0.04705846,1.35695109
13.8079655,1.629214215,8.524662048,8.20022924,13.617253,0.066962879,1.274553194
13.81344109,1.94342992,10.35035526,7.884368708,11.58518275,0.092691797,1.295604738
13.85815011,4.938944017,11.20974987,8.090394603,14.322394,0.273087615,1.984553092
13.90729672,9.646409318,13.07613043,6.583419973,14.77918774,0.484477338,2.51878067
13.96134762,12.09895356,14.99708579,4.423981006,13.06091049,0.91919041,2.790267308
13.96879699,14.48022743,14.34961891,4.658842485,14.28620434,0.959518883,2.94623464
13.9867944,13.06632617,12.63322273,3.96336947,15.3237636,1.130361707,3.464761413
13.99409166,14.47257245,15.35138703,3.888353167,13.64967084,1.247495297,3.486217001
14.04361517,12.74022253,13.75506813,2.316379268,13.75862253,1.800539725,4.305279557
14.05160265,13.81413614,12.45968277,2.456123399,14.76359037,1.838522617,3.860724667
14.06716031,11.01161765,12.87523672,1.842210963,12.97540479,2.078337209,4.744933472
14.08204356,10.26978688,13.69610114,1.63254874,14.04395445,2.490113526,4.174861904
14.10676813,8.863210782,13.25451488,1.197556013,14.76821429,2.908112109,5.455081708
14.1268087,6.796276127,10.98361724,0.932284414,12.52267149,3.019061196,5.675162176
14.14842844,4.941501081,10.51756803,0.666415413,13.13461801,3.565349139,5.173349478
14.20083514,1.264703753,9.721010097,0.14126196,12.61610306,3.827438124,6.661009389
14.24424416,0.018833375,7.340214032,0.001913866,11.5639331,5.291255563,7.461180847
14.29467803,1.180543324,5.564742308,0.130824949,10.67553693,6.150568369,7.792405403
14.33404184,3.92161551,3.37899771,0.466218622,9.801063979,5.978333972,8.327759525
14.37260841,7.57917836,2.226341889,0.871072643,10.27319019,7.688145813,8.896172257
14.41944711,10.96551341,0.918529391,1.613165146,8.563617276,7.903894706,9.087601655
14.46203171,14.26704819,0.208529064,2.907691633,8.494187801,8.043719671,9.702322217
14.48899987,14.59016454,0.016444278,3.055690595,7.307202874,9.768470211,9.728324872
14.51094218,15.04263824,0.01642043,3.779563003,7.520340642,8.7853035,11.39927479
14.55039325,12.19110561,0.35029374,5.036698643,5.815561853,9.781823455,10.73404533
14.56710755,13.21215427,0.65025649,5.247205613,5.254018716,10.77810034,11.99930619
14.60058792,9.128980764,1.531363498,6.989124499,5.452081873,11.68381739,11.76376244
14.62574086,6.576766671,2.306799944,6.932733219,4.677991335,12.62250511,11.38048648
14.67973883,2.882000739,4.333233724,8.581765333,3.496602235,12.84994526,14.06931662
14.69325943,1.828666779,5.221195069,8.983731015,3.040873752,12.28750866,12.50167494
14.70090483,1.472972756,5.485619048,9.895663198,3.14746779,11.95037352,12.00588343
14.74797181,0.002547125,6.656441057,10.46717039,2.21326004,12.59030396,13.06668565
14.79434325,1.059000956,9.635199662,13.11258158,1.580756962,13.35044898,13.60731027
14.84125127,4.558838046,11.4885328,13.50275786,0.876587405,15.525371,14.78779822
14.88478445,8.979844455,13.98851261,14.32429181,0.517791653,14.53161441,15.99987851
14.90926168,11.30032922,13.33635594,13.9595697,0.316866127,14.01947258,15.97784715
14.92446909,12.23149266,13.23814416,14.72167493,0.188264335,15.23295676,14.83249449
14.96574379,14.99938903,15.15105512,15.22617438,0.045090797,14.84726448,15.09824409
14.98065743,15.96395235,15.98055292,14.21758074,0.014309265,15.96121491,14.21651262
15.01326585,14.35943979,15.79544005,15.81618856,0.006768079,16.13120906,13.959623
15.01827427,13.79175973,14.71601473,15.82186763,0.011971098,14.65617578,13.94878604
15.05088867,14.43256948,16.0177925,14.790965,0.091114755,14.10998387,15.89550353
15.09001349,11.31525472,14.10755685,13.93560788,0.291081097,14.80228125,14.2658636
15.09669691,9.92037423,12.62909327,15.23640876,0.360535589,15.95141085,14.77214159
15.11063364,8.631076298,12.69419667,13.68709573,0.464512259,14.39493263,14.95366772
15.13122495,7.132071488,12.55474596,13.67152774,0.675682184,14.25667965,14.72532798
15.16412326,4.288576678,10.39751974,12.28753834,0.905392952,15.44384044,13.71070316
15.20664612,1.058978046,9.219654345,11.79096376,1.576331633,13.86464595,14.49006703
15.22961407,0.25949874,9.116263497,11.94380782,1.961423865,14.11028276,15.73336328
15.28420149,0.640294429,6.592630862,11.05248461,2.810574288,12.67707519,14.71121564
15.29610572,1.220228707,5.11083407,9.799226884,3.196856033,14.22962646,13.23028793
15.33437408,4.010768469,3.518966033,9.315283292,3.905808915,13.35225594,13.8646914
15.38473796,9.441976569,1.922813811,7.24795326,5.155263509,12.65052979,13.88207489
15.40967914,11.66720892,1.254102529,6.724925608,5.451898269,11.73823949,13.701047
15.46367785,14.62713222,0.181986342,4.67345436,6.21034882,9.802862708,11.719558
15.51773412,15.86855023,0.045976015,3.469578546,7.999853878,8.970184044,11.383417
15.5490224,15.50039135,0.331345907,2.590084337,9.792134352,8.520426849,10.40676005
15.60181011,9.445215434,1.540498463,1.319134667,9.645766457,7.859755406,10.30718261
15.61120072,9.758662069,1.767086523,1.20621993,11.37613178,8.465716706,9.745728742
15.65866312,5.012116656,3.419709744,0.589733398,11.96012368,6.899022347,9.038035065
15.70960764,0.936788468,5.860299779,0.105539172,13.10945382,5.976617022,7.989841332
15.75692706,0.027156454,7.677473523,0.00321082,14.39851855,5.714926936,8.223543673
15.77633514,0.398523726,9.113922854,0.051434789,14.14346549,5.010062933,7.282530686
15.79456596,1.131351266,10.75189104,0.146499277,13.7580201,4.17439453,7.071696324
15.82785843,3.275743198,11.841029,0.414339733,14.97360976,3.949015852,7.065090012
15.83768285,4.490744487,11.32024931,0.551097527,15.1451731,3.884359686,6.565812501
15.85355152,5.681828016,12.75995098,0.738211473,14.26508565,3.363148217,5.804859949
15.88120888,8.411538989,14.80604674,1.196524765,16.30910658,3.482505846,5.317604175
15.93519759,13.80286355,14.76337101,2.358589675,15.75261511,2.499501979,5.212315501
15.96579395,16.42883574,16.60014041,3.26157782,15.82042918,1.85695483,4.311464624
16.01311276,15.83619714,15.33825004,4.35625146,17.13406083,1.284097865,4.153932771
16.03044563,15.26711347,15.74930362,4.95648202,17.13060929,1.125243861,3.786992321
16.06235228,13.16951103,15.4032193,6.402197267,17.12375401,0.904338682,3.182275005
16.08073338,11.3637167,15.33150227,5.950708857,15.58307074,0.64630245,2.651586231
16.1246845,8.061491229,13.50560021,8.646018085,15.53047782,0.377436841,2.412818003
16.15649794,5.166859743,12.53126239,8.85822391,15.98347952,0.20467128,2.15341094
16.19755666,1.675905129,9.941928664,9.855928158,15.11024159,0.073514621,1.606621856
16.24738363,0.004165255,8.046935236,12.97326581,14.26125,0.000189731,1.130343094
16.28279562,0.674317728,5.970815124,12.71660435,14.22259503,0.025579282,0.764841402
16.30041246,1.45996207,5.053044081,14.83794072,12.51002494,0.064823018,0.660304221
16.35068382,6.085331386,3.568357007,13.78860982,10.68604732,0.244069924,0.414436028
16.39614024,9.405638193,1.686873753,15.25578152,9.899666128,0.565303606,0.193999883
16.4379056,13.51214217,0.587935893,17.16306054,9.816485777,0.820311099,0.074027132
16.45134391,13.68665036,0.411027616,15.02087538,9.690686619,0.942339604,0.042770362
16.50196662,16.36924024,0.000597953,16.50983367,9.004147194,1.488817013,6.9851E-05
16.51927755,15.27966867,0.061201107,17.26912299,8.201188211,1.737202004,0.006565047
16.53057059,15.47649642,0.142055089,15.89613625,6.896986809,2.0967517,0.017633116
16.55060561,15.40576748,0.387236716,14.74715689,6.989014098,2.361586048,0.043048266
16.56661618,14.05506417,0.772771553,14.89247298,6.506579299,2.323424833,0.073463999
16.60714264,9.911623908,1.975932996,17.34346644,5.208752242,3.339115711,0.218523279
16.61262208,8.938775697,1.870071487,15.47868089,5.485177462,3.501061475,0.248635022
16.6279728,8.091715045,2.655592581,15.35644387,4.657724271,3.635284684,0.315464408
16.64211622,6.767669082,3.353379242,15.27775528,5.017064883,3.401259658,0.33765346
16.67870288,2.993361715,4.746192684,14.36035115,3.622056229,4.43363485,0.580542391
16.68933223,2.455552791,5.694612695,13.83860386,3.390897318,4.876732324,0.683286368
16.6989137,1.586183901,5.385190522,15.0644431,3.795232284,4.418702177,0.645984414
16.73263978,0.195523761,6.872155318,14.0490185,2.929016653,5.235004056,0.93171507
16.76835486,0.242188529,9.568248472,12.82763603,2.233277026,6.57708319,1.323076863
16.82263035,3.129921486,12.87313728,10.72057736,1.362266079,7.554743193,1.714079759
16.85760047,6.056385147,12.70816649,8.709888942,0.889386405,7.882468637,2.085634054
16.88362437,9.23210405,15.01020286,8.08231386,0.561698943,8.267629187,2.534777024
16.91719984,13.46948565,16.24762467,6.595621988,0.279380161,9.373686937,2.802949946
16.95090289,16.76984221,16.03092264,5.963858629,0.09108587,10.07226909,3.283568517
17.00559383,16.02838934,16.89212089,3.756965742,0.001216588,10.91804142,3.965315086
17.04020592,17.40934791,15.48540833,3.202774134,0.061946785,10.88937495,4.469048444
17.07119731,14.17394924,17.00198494,2.340149488,0.22249661,12.12907671,4.947299806
17.11035126,10.46565013,14.29117492,1.433962837,0.522516884,13.6337702,6.627514129
17.1517904,5.996944435,14.23980825,0.697023699,0.875193451,12.67239567,6.408616381
17.17009479,3.654247663,12.73218264,0.511880191,1.103052559,12.95859671,6.467160871
17.1845425,2.861793184,11.66745552,0.310938311,1.357521387,14.7914964,6.715225405
17.19536525,1.800444453,10.559404,0.230736447,1.560412768,13.76492177,7.203125777
17.23174913,0.226365234,9.502898176,0.027264204,2.23998355,16.87430191,7.512006347
17.25042992,0.000125716,8.501392019,1.2929E-05,2.4350104,14.95616679,7.995595796
17.27336466,0.400966575,7.665255905,0.04304935,3.013020562,16.8590986,8.779137791
17.30579975,2.158044218,5.763742402,0.239996515,3.552888218,15.706824,10.48396393
17.35911544,7.053502922,3.108346851,0.942352654,5.231291636,16.00842208,10.71818845
17.37478527,8.611019001,2.679599565,1.257386058,5.292236604,17.90225192,10.29930382
17.40158035,12.38972684,1.767450454,1.602219619,5.713220439,16.61009604,10.51545012
17.41797688,12.9064873,1.038913188,1.92278077,6.960037038,17.89399464,12.2070694
17.46165747,16.1211133,0.234035937,3.334152082,7.168776696,17.08603108,12.45515334
17.47420511,17.70732703,0.113189391,3.289989986,8.417141577,16.11219182,12.93982658
17.4979582,16.04868901,0.000656641,3.935106197,8.996772716,16.56320481,13.52207173
17.51531231,17.82578299,0.037972809,5.326555284,8.693916082,16.73729866,12.79341934
17.55650793,13.95645787,0.538263245,6.158087414,10.12785342,17.9641136,12.91169317
17.6057627,11.32888702,1.791473859,8.379419283,11.7483906,17.60437486,13.58450741
17.6185955,9.504809562,2.273108951,8.663738867,12.41401821,18.72844251,14.60755781
17.65948986,4.822040858,3.712852448,9.188718912,14.34918686,15.75042899,16.8047789
17.70813342,1.196109693,6.097521074,11.05589642,15.20344211,16.42933884,14.5615591
17.74877863,0.001123583,8.634261851,12.25207102,16.08776304,15.86014214,15.60727482
17.79390379,1.223835335,11.1333801,15.61925922,17.04192238,13.97502615,18.16798744
17.83246271,4.759084335,12.21483067,14.47925307,16.72484413,14.46721644,16.74762151
17.88301539,9.732809505,14.7314756,16.2598877,16.18376155,13.80985052,18.68904889
17.91546117,14.11558034,15.17045808,17.53348489,17.04826064,12.84262277,16.70446267
17.94618374,16.82376414,16.99674157,18.60131732,18.38767879,14.12610955,19.04864555
17.98364343,17.50307967,16.46690567,17.85910245,17.21298913,10.90853145,17.26072341
18.02732175,16.8288334,17.74550292,19.58228342,18.58151523,11.72658918,17.87913668
18.03793842,15.76558606,17.19254623,17.56311716,17.30160033,10.16553139,19.17229925
18.07389671,15.39804654,17.26155147,19.14239919,16.31301233,10.75271039,16.68808863
18.08090027,13.79258008,15.24485501,17.06710136,16.57292883,10.17852541,17.52776405
18.11295864,9.876651131,16.83396276,16.60382628,16.97572273,9.099358033,17.51350515
18.13615939,8.280409851,14.17236011,15.82252597,16.50885858,8.970859928,17.59550863
18.15894291,5.676050179,14.07475416,17.81526493,16.32502859,8.394007951,18.87984083
18.20038168,1.58443358,11.51250923,14.54543975,14.8183472,6.994254821,16.3729609
18.24702323,0.006314685,10.04749742,15.16156098,16.76702438,5.997426376,17.8004486
18.27920526,0.585566906,7.170638221,13.3843044,14.48934645,6.104434999,15.70235166
18.30839157,2.582548352,6.307522752,11.21612765,15.41009501,5.001251206,16.30609302
18.35864948,6.66595524,3.333925383,9.452117805,13.5363478,3.951514215,15.68882291
18.3718293,9.155616221,2.813547826,9.358747346,13.44085288,3.789722632,15.64456756
18.4106814,13.16849578,1.514354057,7.692505872,11.66221185,2.921660122,13.9699537
18.45244258,17.61292862,0.38959607,6.034321365,10.52032554,2.293339937,14.46335725
18.50058408,19.11695538,6.47341E-05,4.322368893,9.118818668,1.600292314,13.44875908
18.5313097,16.44440142,0.163698275,3.806271062,8.443833758,1.443218976,12.77087022
18.55721178,15.90579434,0.59519328,2.655328806,7.396417977,1.136174957,11.75389604
18.59178561,12.23816549,1.428130563,2.025949743,6.326845685,0.732832476,13.07109757
18.61812459,10.22093515,2.329548893,1.46952211,5.945662758,0.477844822,12.13443791
18.6441488,7.004679064,3.420808686,0.892538909,5.590514318,0.341120652,10.81109131
18.6701549,4.074809517,5.030728197,0.533164946,4.373659841,0.187861866,11.69475458
18.70301248,1.61462743,6.08206723,0.19083863,3.91598945,0.065572286,11.00389368
18.72127841,0.588761855,8.321697595,0.072775924,3.166683563,0.024899063,9.155399591
18.76803635,0.260306794,10.73552927,0.02503085,2.595287847,0.01016997,8.982969169
18.79267823,1.359603533,11.47822726,0.142714369,1.830211144,0.050025158,9.266332158
18.80935602,2.639094915,12.24328077,0.278900589,1.533648443,0.101615461,8.621376702
18.85749999,7.763025074,14.14570748,0.932254748,0.837740327,0.326438122,7.964928447
18.9036495,13.50432433,16.85858859,1.923272619,0.431351062,0.712851481,6.38758536
18.94897923,18.48509477,16.9793463,2.984913038,0.127216932,1.160793572,5.418908503
18.98150825,18.24138721,20.49499255,4.218213926,0.017077826,1.656628032,5.147475536
18.99139699,18.05442515,17.65705544,4.597095058,0.003345419,1.669783721,4.726786145
19.02663473,18.25411063,20.2104375,5.525087387,0.035574689,2.392664519,4.561722954
19.06158833,16.76492867,19.7786392,6.802908612,0.172628226,2.958489898,3.407580313
19.10565062,11.63996712,18.69848124,9.096845955,0.505120186,3.473971434,2.794551249
19.12242311,10.25155798,17.76041186,9.845140071,0.682934442,4.034792711,2.741763196
19.13589313,8.711439154,15.72006062,9.516588623,0.895933565,4.406234108,2.888254115
19.15067756,6.871305812,16.21795261,10.47957645,0.987646729,4.451845253,2.580897987
19.19429536,2.177012066,13.92749458,11.48487105,1.584982231,5.775510865,1.906805563
19.22645706,0.398464677,11.17119756,12.6044519,2.551955652,6.693087754,1.592765431
19.23599192,0.146786986,11.44152919,12.78564815,2.415663228,5.952167317,1.397333897
19.25241034,0.004284659,10.02137158,13.99388321,2.797853918,6.800423078,1.222868506
19.30702895,2.221129084,6.133948209,16.47257818,4.411620255,8.127091341,0.813894478
19.35121829,7.484335973,4.310927289,18.31991902,5.289944754,9.759596611,0.487446898
19.39204718,10.88210353,2.087520352,16.64631766,6.935597697,9.778067883,0.245605838
19.42083302,14.25978283,1.18825551,19.08237051,7.802460071,11.3262689,0.136510625
19.47527495,20.83432121,0.122787418,18.86507351,8.484445011,11.86502802,0.012084236
19.4926191,17.66973038,0.009487821,18.08340828,8.853247609,13.32652952,0.001053903
19.53789375,18.83655962,0.30125414,20.77474484,10.28062444,14.06172546,0.028516614
19.58718041,13.72008061,1.48037619,17.60939895,12.44260394,14.75883112,0.153660328
19.62657075,10.16385832,2.749966786,17.30713243,14.45287276,16.34546243,0.372735343
19.6623103,5.197417763,4.31600255,17.83459013,15.38978428,15.12231544,0.536275666
19.71713049,0.802468101,8.149377162,16.27966939,17.27458224,18.33287658,1.065140907
19.7688033,0.2576134,10.33856032,13.62174332,15.58479373,19.0697825,1.575299369
19.78809959,1.187084033,13.27604351,13.45969837,18.57907012,16.80854263,1.730091932
19.79562327,1.625282942,12.76761397,14.42788147,19.01753819,16.83619476,2.020854404
19.84180144,5.493363426,15.72632942,12.33826025,16.9210037,17.26216282,2.247714164
19.84845864,6.233691168,16.78502534,10.66029957,17.5080201,18.34237008,2.293621839
19.88134843,11.11677078,16.58119821,8.972671702,20.81208352,21.26340552,3.001242871
19.92855849,14.98009625,19.10596005,7.120864856,18.18098135,19.91584328,3.886796463
19.96887004,18.42892893,18.68750693,6.160805366,18.8687439,21.29169215,4.058136119
19.99954607,19.41721011,21.15488705,5.125328954,20.94859069,20.55870046,4.639173059
20.0214216,19.63746648,19.94396651,4.174168159,20.8986032,20.67294976,5.223547335
20.05344579,16.43620602,17.54854542,3.28193502,18.82734266,18.87250697,6.568700524
20.10437721,13.76718282,17.88197231,1.797568418,19.40923017,21.68497505,7.046207478
20.13840042,7.547730424,16.32933428,1.104604187,20.62503433,20.6517484,8.498212694
